Method,Name,Error,Occurrences
POST,/api/v1/auth/register?email=user_72ndnulrv8%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_hplarwr3y5%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_m3wt6jxlze%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_b8xyqnfla6%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_zmaj2y4pip%40example.com&password=securepassword123,CatchResponseError('Registration failed: Internal Server Error'),1
POST,/api/v1/auth/register?email=user_zk2ydxtv7h%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ejwf4i3wb2%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_9imsg49hg9%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_2nbwzulprc%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ta7sps0oi3%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_nbw2uduojc%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_rc8pl75cui%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_g7l8um8cnr%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_9x8w11uzt6%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_0o87wank55%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_kphqrsaccl%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_q2op8owduw%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_i3frowx4vm%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/activate?email=user_xq6rkmqawj%40example.com,CatchResponseError('Activation failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_c744904c6g%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_i8rf203g11%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_kvvc360f43%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_rnss6d5a0a%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_c65crkszs2%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_xhda417xo4%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_kul45k2ama%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_eq03zlsjnu%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_wdn494u316%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_v7gtby7v12%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_hgiskccb4x%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_8cxveh6i77%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_o8xbbg2ivm%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_z5jnb6ob3j%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_1n1wu4etfu%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_52gcbhu3x4%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_pf9kz8l95v%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_1tbz39yamh%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_dc1khlvvav%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_az33jiocxk%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_w05w754t95%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_hfsyzlgj1w%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_fzwbghhk9l%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_lww8zl0zy1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_v6oj8dl0ou%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_z6has0bt4i%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_xclcmn9ksc%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_s92hqqu469%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_93t1wq9vhx%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_o1nwsweu8n%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_l2ozp7f0ce%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/login?email=user_qo739gokm5%40example.com&password=securepassword123,CatchResponseError('Login failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_azbz93bgnu%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_sabfrpvvs4%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_249te34m9j%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_i1h243nk1p%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ekb1btg7mb%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_wlwk9m5x6x%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_7fyrk79ijr%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_x2vr7j1898%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_qbj7nk68pq%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_skaoz2mdmz%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_e3eb6us8ry%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_zhxm01z6i1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_9yzlygrnif%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_06ktsd3hap%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_9ht1nheoem%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_qvg1kacqss%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_wk7l6urzk5%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_fdvnz1zixb%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_9hb9bsturw%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_7zzojl58qv%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_pavsdlyjft%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_zde91l0zji%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_2o3z7pnkp2%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_uhzi83gk0j%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_1yudvo56x7%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_idg0u5aayx%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_eonff7le6v%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_7eheo7k0gf%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_9szj1l3jdu%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_p3otxx7sds%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_cit20x0253%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_vy93vptqrk%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_dm6rrgyv9y%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_s2ianjorwq%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_lmkwt1o1tn%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_nkuzroqb0c%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_61ytt54wrp%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_3nkavk2drb%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ta2xqpweyc%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_vlrcrchlqr%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_xt7m3w0qk3%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_g8pm5adkpf%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_5f0l1t8en6%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_72zplzz1vt%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/agents/9f7096ed-2862-4a48-a695-525180c9a53c/execute,CatchResponseError('Execute Agent failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_jsgokl8vi5%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_tvh9o616ei%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_yf9xfdmf0a%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_e6pwn4og76%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_b1xceu7z8f%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_cqxse6ufzj%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_og7jv45gum%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_7lfhox1dff%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_62c99nkda4%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_qjr3tq9iy1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_v3c1pf4hpa%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_f9ug886oyk%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_djyham6gs1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_cyxl9wegtu%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_3m5kq56aad%40example.com&password=securepassword123,CatchResponseError('Registration failed: Internal Server Error'),1
POST,/api/v1/auth/register?email=user_g1u42g6406%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_z8djlwp5ek%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_4mycsmp4nf%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_j5xd2pmch5%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_wjd3z0f65f%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ynl9n2ml94%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_tjo9hxtpv1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_o5acqilh51%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_6hawpkaj2q%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_wm49q12amc%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_xond2ac6tu%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_at0i88xg9i%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/login?email=user_vqga5lk3sk%40example.com&password=securepassword123,CatchResponseError('Login failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_xcl9xrg8db%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_8kli8fwc41%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_cb3bzct6ez%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_hp2twckod0%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_sagegesb2f%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_59r9fywmut%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_kkzb7y12l1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_pm6ft84wy1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_yd5xxxz305%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_4xlwb6iyza%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_c3ew50n1mk%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_b4f9m9fkq1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_bz8248zloz%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_gqnaofhson%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_fwk86zoh5p%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_al44j50pa4%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_6jd40b0dq8%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_xeu44bpu85%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_3uj3ctec6y%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_s6kx0xapni%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_dig7gv700a%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_g41ahscrc3%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ahrc2k2fxr%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ekpfolxpzr%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_8b05dz1wc1%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_bfpzgythqk%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ginof4040z%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_lg8qqrfllf%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_18v4pjtjle%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_os2h38mbrm%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_asafwktfo5%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_f8eyysy59j%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_ngzalt6loy%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_taavhhei8r%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_f3atpaigst%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
POST,/api/v1/auth/register?email=user_863zxd4m9k%40example.com&password=securepassword123,CatchResponseError('Registration failed: Bad Gateway'),1
