Method,Name,Error,Occurrences
POST,/api/v1/auth/register?email=user_rku1rjvb1t%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_13gsqbfusb%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_gg9m85no3m%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_rfqlxrniqw%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_42e5gpa6io%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_n1tlk1m3l3%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_i4tbi939vs%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_k8ll5iqyme%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_557ouuf7fu%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_i1fg0euyto%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_1g48v10yll%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_tsvt32rask%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_oay3h78oyl%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_skg6gdfop9%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_g761obyv73%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_3lshnfeyhg%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_vq2sijkbe7%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_q07oyvy1s0%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_fpmpudkysm%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_k3qb7tft4s%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_12nbk8yfrf%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_4safhpf90j%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_b1wkvjq846%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_seeqa6t8ur%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_9g2ofb4mvo%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_097ge5e6ox%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_t13u2rrfyv%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_czyt5wxsli%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_gdp9ll5lt8%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_rrmm0f54uv%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_bau9ej7smu%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_j3goqn50ig%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_2e7524zxw8%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_tww8xgz78g%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_jh2nlqj72z%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_0ygi0gps0e%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_ijigcgjgou%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_fpbawb246p%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_2v6h00nb34%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_sdtcngfphy%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_9j41b7uoj8%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_65r27sl3w3%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_2bykj84zjh%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_l2yeppqnao%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_ilh9i4o728%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_8i9z5qwoso%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_fj9aiiwpbe%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_xugwyr37oy%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_ji36x2hl6v%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_su1d1wb39c%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/agents/6357fa01-9ce4-4832-b088-771407f3278f/execute,CatchResponseError('Execute Agent failed: <html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_0sr95hyed6%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_0nuc56lgw3%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_xn8g1ry5wz%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_2zeve6e847%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_qbzfarripl%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_a4vqn5k9sy%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_txyl2dwp6l%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_9dhvqckb7e%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_uattmgkpqy%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_36uzuxwvkw%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_i01w3oar1s%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_g3dfgx4wwm%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_x49yg0bnq2%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_6cw3dkcqdz%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_3gw05125i2%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_uoemkxmdar%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_brb94pwt46%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_v74jkyy7l9%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_sjyozuxh7k%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_ns3aswogmd%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_d0zft52vlj%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
POST,/api/v1/auth/register?email=user_lpcvznurhm%40example.com&password=securepassword123,CatchResponseError('Registration failed: <html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>nginx/1.25.5</center>\r\n</body>\r\n</html>\r\n'),1
